icao24,callsign,origin_country,longitude,latitude,baro_altitude,true_track,velocity_kmh,origin_country
a38db4,AAL2072 ,United States,-95.1726,32.0081,10363.2,285.68,719.424,United States
a524c5,SKW3368 ,United States,-119.0522,35.2701,10363.2,338.4,784.8000000000001,United States
ad2095,JBU857  ,United States,-112.0604,33.5324,2156.46,237.36,422.28,United States
c06196,POE481  ,Canada,-113.7651,50.014,10972.8,268.02,750.492,Canada
a32d12,N30317  ,United States,-82.5188,39.9434,609.6,216.08,160.41600000000003,United States
aaf8c6,JLG806  ,United States,-83.0905,30.5011,9144.0,284.19,680.0400000000001,United States
c06197,POE311  ,Canada,-79.9064,43.6855,2171.7,296.25,456.372,Canada
a63dc7,JIA5180 ,United States,-75.1725,39.6281,7071.36,43.29,834.552,United States
a21432,FFT3942 ,United States,-72.8375,40.7322,1143.0,349.81,502.416,United States
ae5386,        ,United States,-76.268,36.9608,228.6,89.53,227.80800000000002,United States
c06193,POE671  ,Canada,-86.107,43.3454,11582.4,262.63,649.8720000000001,Canada
70c0f9,OMA101  ,Oman,-0.3725,51.4779,251.46,270.0,244.476,Oman
76d108,TGW371  ,Singapore,114.4281,4.598,12192.0,254.58,856.836,Singapore
a1b7d1,N21GT   ,United States,-78.2049,38.8534,1775.46,324.65,265.68,United States
a55a0c,LXJ444  ,United States,-90.0485,39.0176,2689.86,222.86,525.492,United States
0d81b3,LER1951 ,Venezuela,-63.1577,9.3532,7322.82,337.43,772.1279999999999,Venezuela
a20d45,N231LV  ,United States,-101.484,33.53,5760.72,116.71,333.79200000000003,United States
aa228a,EJM109  ,United States,-79.0806,39.1596,12496.8,12.65,761.112,United States
a06a54,DAL2924 ,United States,-111.8344,40.9882,4229.1,79.6,800.244,United States
c0618c,POE372  ,Canada,-104.9968,49.9016,11277.6,89.19,918.684,Canada
7609e2,SIF723  ,Pakistan,56.6066,26.8035,10668.0,87.22,953.0640000000001,Pakistan
4bab21,THY8ZG  ,Turkey,28.0951,40.4684,8229.6,205.37,713.268,Turkey
4bab22,THY6JT  ,Turkey,16.2236,49.3216,11887.2,131.09,845.316,Turkey
780a0e,CPA147  ,China,120.7036,14.9766,11277.6,146.48,875.268,China
781104,CES246  ,China,57.3248,24.9047,9540.24,112.84,968.616,China
4ca8e7,RYR2045 ,Ireland,-2.4625,41.1403,11277.6,194.04,817.056,Ireland
a37ae4,EJA323  ,United States,-77.1834,36.5202,12192.0,217.73,817.2,United States
4ca8e8,RYR13SY ,Ireland,-1.1398,49.6703,11574.78,6.25,799.272,Ireland
a31a57,UAL6    ,United States,-112.0886,41.5672,11879.58,123.56,937.9440000000001,United States
4ca8e4,RYR788  ,Ireland,5.8244,51.4159,2209.8,343.87,480.024,Ireland
4bb207,THY1936 ,Turkey,27.8326,41.6616,3482.34,109.03,624.924,Turkey
3c61f3,VJH784  ,Germany,20.941,52.1731,129.54,113.63,226.404,Germany
a1f46b,RPA5598 ,United States,-85.7466,42.7422,8298.18,257.44,681.192,United States
abe09a,SWA1603 ,United States,-74.0235,40.7148,1280.16,10.34,515.8439999999999,United States
4bb205,THY346  ,Turkey,41.2733,40.2484,10058.4,93.48,855.36,Turkey
7c6de4,QFA942  ,Australia,148.1446,-29.2049,11277.6,65.61,896.796,Australia
4bb203,THY9VX  ,Turkey,16.1296,44.4414,10683.24,104.56,876.384,Turkey
a31a56,UAL688  ,United States,-113.563,36.5619,11277.6,70.16,1124.2079999999999,United States
a20150,CXK159  ,United States,-81.7555,40.6902,1965.96,74.98,314.46,United States
4bb212,THY2ZY  ,Turkey,26.0829,43.2011,10370.82,315.45,831.6,Turkey
4bb210,THY4BZ  ,Turkey,6.2697,40.2865,10370.82,76.61,871.92,Turkey
a955fd,EJA700  ,United States,-103.6386,39.4317,13708.38,250.75,702.252,United States
a2c4db,N278GS  ,United States,-109.4149,36.9855,12496.8,69.37,1056.7079999999999,United States
a822e5,N623RM  ,United States,-108.9832,42.6683,10972.8,320.08,813.816,United States
a8856d,UAL1674 ,United States,-79.3971,24.7825,10668.0,164.08,972.54,United States
80073f,AIC133  ,India,8.77,50.1412,12192.0,291.42,831.6,India
add0ff,N99HF   ,United States,-73.069,40.8546,274.32,40.27,174.78,United States
4bab28,THY91F  ,Turkey,28.8118,41.1949,1097.28,146.82,402.732,Turkey
4bab25,THY271  ,Turkey,28.1827,45.8358,6316.98,18.94,730.332,Turkey
a9ee4a,N739UP  ,United States,-80.6874,27.9029,876.3,257.66,121.32000000000001,United States
780a28,CPA2023 ,China,119.0652,12.8969,10058.4,153.28,914.364,China
a0490b,N1173X  ,United States,-82.6496,35.6797,1645.92,162.9,201.528,United States
c00ae5,SYB668  ,Canada,-74.3839,40.9641,13098.78,198.79,856.836,Canada
ac1eba,N880KD  ,United States,-103.736,39.1776,4312.92,285.51,505.476,United States
ab6866,NDU834  ,United States,-111.4022,33.1049,655.32,262.74,190.44,United States
4bb219,THY7MJ  ,Turkey,17.1991,56.4879,10058.4,181.41,753.984,Turkey
4ca8f5,ITY313  ,Ireland,4.0546,48.6757,9608.82,110.64,777.744,Ireland
aadeba,N8RZ    ,United States,-81.4511,25.9242,739.14,287.38,254.23200000000003,United States
4bb215,THY4FJ  ,Turkey,28.7267,41.2254,922.02,177.05,287.42400000000004,Turkey
a6dbf3,DAL795  ,United States,-107.7486,37.3846,9753.6,270.66,644.544,United States
a6f5fc,DAL328  ,United States,-116.7731,46.6772,10073.64,108.51,921.816,United States
4bb214,THY9WA  ,Turkey,28.3779,41.078,3924.3,263.19,593.136,Turkey
aaf8f1,JBU1141 ,United States,-72.3847,41.4722,4686.3,193.62,676.476,United States
a0718f,NWX128  ,United States,-97.7109,32.573,1386.84,305.99,192.27599999999998,United States
a2bdf6,N276ND  ,United States,-71.2422,42.4615,152.4,1.51,140.796,United States
a32136,N300VJ  ,United States,-80.4445,27.2501,2110.74,294.5,343.944,United States
aa1b94,N750RV  ,United States,-147.8566,64.8118,495.3,6.75,141.732,United States
4bb20f,THY4EM  ,Turkey,10.8123,47.2975,10668.0,106.43,870.804,Turkey
add0ee,N99GP   ,United States,-99.3331,31.9387,4869.18,239.99,399.92400000000004,United States
a822d6,QXE2055 ,United States,-121.6769,36.467,7620.0,327.46,740.34,United States
0ac12f,HK4758  ,Colombia,-76.4017,38.999,10309.86,37.4,722.6640000000001,Colombia
a8ce4e,VAR667  ,United States,-112.6859,33.4306,281.94,181.57,135.252,United States
a2c4d2,N278GH  ,United States,-76.9659,38.2368,13083.54,39.01,853.272,United States
c06167,POE441  ,Canada,-84.0719,46.2816,10972.8,307.86,706.1039999999999,Canada
a2fa29,N291KY  ,United States,-90.8992,35.897,7620.0,55.23,574.884,United States
ad45a4,AAL1391 ,United States,-117.2243,32.7423,502.92,285.26,316.728,United States
a6329d,GTI9375 ,United States,2.6508,52.0841,8839.2,80.04,953.316,United States
acbe28,N92ZZ   ,United States,-86.4813,35.5562,10271.76,116.13,988.128,United States
ac6e2a,N90PT   ,United States,-82.1132,28.562,2697.48,165.65,493.2,United States
781d77,CSC3920 ,China,102.4571,5.807,11574.78,338.13,850.14,China
780a44,CRK606  ,China,114.1794,22.1125,3299.46,120.88,638.712,China
800733,AIC157  ,India,13.0799,55.7205,1813.56,325.19,392.50800000000004,India
4ca8af,RYR864T ,Ireland,21.0519,56.6136,5798.82,257.05,710.712,Ireland
ac6e2e,N90PX   ,United States,-103.5359,39.1053,4937.76,288.94,467.96400000000006,United States
780a43,HKC392  ,China,39.9243,41.6062,10972.8,273.4,781.056,China
a3f7b8,DAL1190 ,United States,-83.24,29.1362,11277.6,143.19,1010.8079999999999,United States
a13af4,DAL405  ,United States,-85.614,42.4758,11277.6,91.69,1002.384,United States
0200cb,RAM801F ,Morocco,-1.356,50.913,6758.94,214.16,814.6800000000001,Morocco
a537b2,SWA3902 ,United States,-117.0203,32.7681,1630.68,106.5,365.076,United States
89638d,ABY427  ,United Arab Emirates,57.4801,24.1897,10248.9,308.13,776.916,United Arab Emirates
e48fb7,GLO1143 ,Brazil,-47.8138,-22.5335,8694.42,128.46,747.3960000000001,Brazil
780a3c,CPA253  ,China,11.4404,49.2919,10972.8,294.8,807.9119999999999,China
c06156,WJA4257 ,Canada,-65.7269,18.779,10972.8,353.44,842.616,Canada
4ca8d7,RYR5PT  ,Ireland,11.1492,44.3752,4198.62,139.76,662.292,Ireland
4ca8d8,RYR1HQ  ,Ireland,7.3948,47.8667,11277.6,153.32,829.08,Ireland
4ca8d9,RYR9414 ,Ireland,-5.3057,45.0704,11887.2,201.25,858.42,Ireland
89505e,RBA737  ,Brunei Darussalam,108.2029,-4.9612,10843.26,208.96,852.984,Brunei Darussalam
780a3b,CPA105  ,China,120.6359,15.0765,10058.4,146.57,920.988,China
a3475e,FFT215  ,United States,-81.2712,25.5551,10668.0,163.14,983.088,United States
a75283,DAL120  ,United States,-95.3316,44.7078,8755.38,95.06,966.816,United States
a07177,AAL2954 ,United States,-76.0323,40.1217,3200.4,100.0,682.6320000000001,United States
a394c7,N33PM   ,United States,-116.6411,43.6674,1043.94,155.11,198.036,United States
4bb201,THY95A  ,Turkey,10.1598,45.4996,8542.02,102.93,860.796,Turkey
a9db0f,N734MW  ,United States,-111.2918,32.5107,914.4,351.03,178.128,United States
4ca8bd,EIN5KM  ,Ireland,-1.4023,51.6112,10988.04,298.11,766.404,Ireland
78112c,,China,79.9865,47.1265,10698.48,96.29,912.96,China
800741,AIC117  ,India,7.154,50.3139,12192.0,290.12,818.4960000000001,India
8a07b7,AWQ259  ,Indonesia,105.412,-1.7425,10058.4,158.78,844.3439999999999,Indonesia
a2012d,LLN103  ,United States,-97.7028,33.3411,1386.84,284.89,151.38,United States
780a4a,CPA714  ,China,104.3349,3.0301,9075.42,30.0,829.728,China
ad3ec4,,United States,-122.1187,47.9066,297.18,341.33,144.648,United States
a2278f,N238PT  ,United States,-117.2275,32.6333,739.14,193.55,213.372,United States
a26dfb,KAP407  ,United States,-70.6907,43.0611,1463.04,27.17,312.264,United States
ac6e51,N90RG   ,United States,-85.0089,30.362,13106.4,290.04,648.576,United States
ac5b20,SWA1877 ,United States,-114.1772,35.9003,11269.98,99.86,973.6920000000001,United States
a2012b,LLN101  ,United States,-97.3513,33.1734,731.52,176.55,154.008,United States
4baa41,THY6KE  ,Turkey,25.5067,38.7037,7307.58,227.93,768.42,Turkey
abf54c,N87PK   ,United States,-86.5366,36.0252,205.74,135.0,222.62400000000002,United States
c07676,WJA2090 ,Canada,-121.7803,48.719,7505.7,119.16,805.86,Canada
a26f08,AAY176  ,United States,-78.9423,37.6275,10668.0,5.98,746.712,United States
a55a66,N444KM  ,United States,-97.1384,42.0465,11574.78,298.26,645.48,United States
a44166,UAL2251 ,United States,-99.023,19.8987,6499.86,252.4,606.204,United States
aace92,N796CS  ,United States,-95.9128,37.0926,3680.46,56.15,365.72400000000005,United States
a55a72,N444KZ  ,United States,-112.0096,39.7949,9745.98,186.43,644.832,United States
a2b1ef,ISU5    ,United States,-87.2637,39.5613,914.4,49.18,215.352,United States
a4eae7,KOW416  ,United States,-103.5931,37.0254,13708.38,64.43,999.8280000000001,United States
a69463,DAL634  ,United States,-89.1978,41.4253,9136.38,244.42,720.684,United States
abdb35,AAL2189 ,United States,-83.9474,37.7174,9753.6,249.07,725.724,United States
a28928,UAL774  ,United States,-87.4661,28.7889,10972.8,280.16,724.392,United States
abf53e,N87NW   ,United States,-81.3281,31.998,7254.24,2.64,361.512,United States
e49763,TAM3161 ,Brazil,-46.8202,-23.5739,2004.06,327.46,358.092,Brazil
e49764,TAM3477 ,Brazil,-49.2575,-25.4554,1402.08,134.47,282.888,Brazil
a8d4b0,UAL1896 ,United States,-118.7383,34.0987,3284.22,137.28,559.62,United States
a98aa9,N7138G  ,United States,-81.7326,28.113,335.28,170.43,155.88,United States
ae685b,,United States,-96.5958,32.418,9753.6,280.15,662.2560000000001,United States
c05004,ACA991  ,Canada,-99.0095,19.8978,6827.52,274.05,655.3800000000001,Canada
4baa55,THY1PH  ,Turkey,7.8537,47.718,3909.06,86.51,699.5160000000001,Turkey
3c0ac5,CFG2HD  ,Germany,9.2305,49.5313,4450.08,13.04,747.1080000000001,Germany
4baa53,THY3YX  ,Turkey,31.1684,40.5387,9928.86,99.23,889.3439999999999,Turkey
4baa54,THY1RZ  ,Turkey,23.5555,44.3345,10668.0,138.96,815.184,Turkey
a511f6,AAL621  ,United States,-80.3337,25.7854,91.44,86.66,254.16,United States
c05007,ACA978  ,Canada,-123.5255,48.879,3771.9,177.44,622.908,Canada
3c0ac7,CFG7PA  ,Germany,6.4444,50.7903,4770.12,32.43,656.1,Germany
3c0ac6,CFG8PE  ,Germany,-4.397,36.534,10972.8,46.5,901.296,Germany
ac289f,SWA2049 ,United States,-107.7002,35.4268,10363.2,249.29,633.6,United States
a83760,N62875  ,United States,-86.2886,36.1774,876.3,270.0,144.46800000000002,United States
4baa50,THY7FA  ,Turkey,14.5098,47.8995,9745.98,308.47,794.808,Turkey
ac62cc,SWA2906 ,United States,-101.0232,30.8922,10363.2,284.69,744.768,United States
a4a484,DAL1869 ,United States,-72.5091,21.7269,899.16,270.48,440.784,United States
ac5bf6,DAL2323 ,United States,-73.8785,40.5115,1638.3,231.91,435.312,United States
4bb145,THY64   ,Turkey,31.617,40.4705,10058.4,99.41,929.2320000000001,Turkey
c0765f,ASCENT3 ,Canada,-119.4921,49.8746,419.1,200.56,31.644,Canada
4baa4e,THY9CP  ,Turkey,28.3813,41.4892,4381.5,334.53,693.36,Turkey
4bb144,THY7    ,Turkey,9.2082,55.7642,9753.6,326.34,878.868,Turkey
4bb141,THY11   ,Turkey,27.1826,42.3978,9144.0,314.15,880.1279999999999,Turkey
a1e189,N220FL  ,United States,-97.946,30.0602,762.0,221.68,181.008,United States
a5aa3a,UAL2464 ,United States,-112.5449,38.8715,10782.3,260.73,632.376,United States
a9edb0,NKS137  ,United States,-76.5347,36.4372,10355.58,194.09,882.1800000000001,United States
a4f1e5,AAL2397 ,United States,-81.9451,40.2496,8839.2,87.32,912.168,United States
a5bd6a,N4690H  ,United States,-79.9619,33.1412,1371.6,225.3,250.12800000000001,United States
8963f0,UAE7TR  ,United Arab Emirates,0.0083,51.1754,792.48,257.62,310.968,United Arab Emirates
abee96,N868WU  ,United States,-90.2787,36.5451,12496.8,129.31,950.184,United States
8963f6,UAE369  ,United Arab Emirates,72.2796,18.1769,12192.0,296.68,862.2,United Arab Emirates
c06361,PTR2234 ,Canada,-65.041,45.0894,6096.0,278.38,482.976,Canada
c06360,PTR2941 ,Canada,-70.9057,42.3747,342.9,256.55,262.764,Canada
4bb107,THY280  ,Turkey,34.9645,40.0388,11277.6,98.65,947.916,Turkey
ae6887,,United States,-88.9531,30.4215,4107.18,262.36,612.9,United States
4baa0d,THY5SC  ,Turkey,32.3577,36.9034,10058.4,126.89,873.036,Turkey
a7b4e1,N596ND  ,United States,-116.7863,43.6319,2148.84,213.89,149.472,United States
3c0aca,CFG5PM  ,Germany,,,10363.2,28.64,776.556,Germany
aa7e7a,UAL1345 ,United States,-95.196,29.8806,1699.26,101.19,524.8439999999999,United States
4baa1a,THY5MH  ,Turkey,30.3896,37.5548,4427.22,169.7,621.1800000000001,Turkey
a0c16a,FDL48   ,United States,-73.2894,40.9556,670.56,89.22,135.216,United States
abf576,N87RB   ,United States,-82.2509,41.2628,12192.0,241.85,686.8800000000001,United States
8963ed,UAE19   ,United Arab Emirates,-1.9498,53.4132,1348.74,355.7,321.3,United Arab Emirates
c0635f,PTR2388 ,Canada,-80.3349,42.9503,4053.84,77.29,681.5880000000001,Canada
c0502e,ACA1321 ,Canada,-80.5915,37.9359,10972.8,186.42,877.788,Canada
8963ec,UAE29N  ,United Arab Emirates,49.8281,26.8899,10972.8,288.17,771.9119999999999,United Arab Emirates
c0635b,PTR2632 ,Canada,-79.3401,43.5554,662.94,251.98,323.28,Canada
a3a9a2,AAY327  ,United States,-79.9807,39.8161,11582.4,236.03,739.152,United States
a44d85,DAL2623 ,United States,-78.1618,31.0536,10058.4,5.78,735.264,United States
ae687c,,United States,-116.245,47.4161,10058.4,108.1,900.1800000000001,United States
ab9278,AMX520  ,United States,-94.7583,19.321,11292.84,66.33,821.0160000000001,United States
ad3581,JBU1940 ,United States,-80.1774,34.5545,10066.02,30.0,814.788,United States
c06357,PTR2466 ,Canada,-79.1895,43.5069,937.26,236.31,300.492,Canada
c06359,PTR2683 ,Canada,-81.09,45.1427,7315.2,316.42,529.236,Canada
ac158f,N878RK  ,United States,-80.9114,27.4565,9448.8,339.86,392.58,United States
a7ea28,JKR96   ,United States,-68.2269,31.3487,10972.8,348.23,771.84,United States
a16926,N190LA  ,United States,-118.4076,34.2833,495.3,5.66,225.18,United States
aa7e79,UAL770  ,United States,-95.4741,36.7822,11277.6,115.59,977.472,United States
7cad4a,VOZ094  ,Australia,136.5742,-32.689,10668.0,127.48,870.48,Australia
a08fb2,N135VU  ,United States,-96.7484,40.8546,426.72,180.0,137.052,United States
7c01bc,AM297   ,Australia,151.1529,-33.8567,434.34,167.4,305.53200000000004,Australia
e4974b,PSNTS   ,Brazil,-43.2147,-22.7405,12192.0,228.23,767.304,Brazil
c0501e,ACA1314 ,Canada,-111.7074,42.2234,11277.6,133.12,880.488,Canada
a5617a,LXJ446  ,United States,-78.7458,31.1595,13106.4,196.27,885.5640000000001,United States
489224,ENT6063 ,Poland,14.3003,47.7324,11574.78,315.29,779.184,Poland
ac62f3,SWA3658 ,United States,-81.5749,28.5927,3261.36,266.23,592.056,United States
a02f1f,N1104H  ,United States,-77.393,37.1095,861.06,112.25,220.104,United States
a1e166,N220EA  ,United States,-80.5064,27.8538,3383.28,345.61,290.62800000000004,United States
a5b154,EJA466  ,United States,-99.7749,32.0969,10599.42,146.48,868.572,United States
ad82ba,N97QR   ,United States,-91.5028,41.7928,8039.1,78.14,756.9720000000001,United States
aa6b43,RPA3717 ,United States,-86.2158,42.6515,3688.08,253.79,617.148,United States
7c4a54,JST76   ,Australia,107.5077,-7.5062,10058.4,158.94,845.388,Australia
a25c13,JSX720  ,United States,-118.4591,33.8656,6850.38,7.06,783.792,United States
a14316,N1800T  ,United States,-95.9871,30.2616,1158.24,333.21,213.696,United States
47bb0a,SAS92U  ,Norway,6.314,51.5045,11887.2,45.08,886.572,Norway
4baa85,THY5MF  ,Turkey,13.669,44.3225,10622.28,98.16,913.032,Turkey
abdb88,RPA4515 ,United States,-75.5711,39.1735,8229.6,36.57,767.8439999999999,United States
8963d2,UAE163  ,United Arab Emirates,-5.6367,53.4382,1798.32,184.25,449.42400000000004,United Arab Emirates
a6a7bc,N528MC  ,United States,-90.2247,34.9335,2674.62,265.5,496.00800000000004,United States
a0e6c6,UAL2070 ,United States,-84.4411,32.4936,11277.6,171.8,883.152,United States
a07cd8,SKW5412 ,United States,-101.381,39.5366,10660.38,104.85,917.748,United States
aa8552,N777ZL  ,United States,-79.3108,26.7939,10355.58,122.66,974.5559999999999,United States
a1696b,AAY1539 ,United States,-83.1912,35.5939,10363.2,349.68,754.8480000000001,United States
abdb6b,N863QS  ,United States,-101.6193,25.5436,13106.4,225.98,762.264,United States
8963d9,UAE383  ,United Arab Emirates,56.3536,24.8833,5486.4,267.54,561.672,United Arab Emirates
a21fbb,N236KR  ,United States,-80.8065,34.2554,7810.5,176.8,697.428,United States
8963d8,UAE2MJ  ,United Arab Emirates,8.9232,47.7064,3108.96,265.73,521.856,United Arab Emirates
8963d7,UAE143  ,United Arab Emirates,-2.989,40.2783,2895.6,264.13,579.024,United Arab Emirates
a239e2,CXK679  ,United States,-83.3222,42.8019,845.82,93.93,189.36,United States
8963d6,UAE393  ,United Arab Emirates,97.9061,14.6314,9753.6,120.38,62.244,United Arab Emirates
a02f87,N1107G  ,United States,-84.4247,39.0816,457.2,197.74,145.83599999999998,United States
8963e0,UAE336  ,United Arab Emirates,92.5532,22.3576,10058.4,81.71,1027.476,United Arab Emirates
aa22a7,NDU752  ,United States,-111.6377,33.1134,1005.84,348.58,196.488,United States
4baa94,TKJ9GA  ,Turkey,15.5556,47.1929,11269.98,117.17,868.032,Turkey
a4418d,UAL2396 ,United States,-116.0039,33.9512,9753.6,274.69,680.112,United States
a26308,N253EA  ,United States,-111.9634,32.5056,2560.32,311.99,149.508,United States
4baa90,THY8ZX  ,Turkey,16.2803,49.449,10668.0,134.36,821.16,Turkey
c026b7,CFORE   ,Canada,-112.6063,53.3884,1356.36,48.05,196.704,Canada
add2b6,AAL1890 ,United States,-105.5725,35.1216,10660.38,101.53,963.972,United States
781e02,CCA878  ,China,18.5462,55.4861,11277.6,80.59,996.8399999999999,China
4bb189,THY9HW  ,Turkey,25.9334,44.3359,1775.46,339.71,507.456,Turkey
4baa8d,THY26M  ,Turkey,12.0223,47.0354,10066.02,113.34,883.476,Turkey
8963dc,UAE5M   ,United Arab Emirates,-6.6279,39.4496,10668.0,243.16,869.652,United Arab Emirates
acc5fb,DAL2427 ,United States,-110.4431,30.7913,10058.4,152.79,814.212,United States
a0e6d2,N350WS  ,United States,-79.5396,28.1472,8534.4,129.11,625.356,United States
4bb184,THY91V  ,Turkey,4.2368,50.577,12496.8,110.67,944.208,Turkey
4baa8c,THY1NB  ,Turkey,28.9448,41.233,2217.42,358.61,533.52,Turkey
a68d44,GJS4465 ,United States,-88.5313,42.3618,3383.28,100.08,709.1279999999999,United States
aa7e56,UAL382  ,United States,-79.6321,37.7274,11582.4,237.28,757.224,United States
a226c5,FFT3972 ,United States,-97.0689,33.1779,1478.28,127.78,396.0,United States
4baa8a,THY8EL  ,Turkey,23.6848,57.194,10363.2,189.76,764.8199999999999,Turkey
8963e9,UAE367  ,United Arab Emirates,100.9049,14.7457,12192.0,250.05,906.336,United Arab Emirates
4bb182,THY84U  ,Turkey,-87.9638,41.9687,701.04,269.02,324.144,Turkey
a239f3,N2421L  ,United States,-85.7752,38.7621,1676.4,357.46,166.86,United States
a359bc,DAL1341 ,United States,-83.6865,31.753,8564.88,163.08,929.1600000000001,United States
a6dd12,EJA541  ,United States,-87.1659,40.5376,10668.0,157.76,900.36,United States
a777bf,AAL2365 ,United States,-77.2801,35.4903,10058.4,31.64,833.148,United States
ae688d,,United States,-70.8645,41.3794,9753.6,242.98,738.0,United States
aa7e51,UAL1775 ,United States,-86.9174,33.7806,10668.0,172.43,885.5640000000001,United States
a524dd,N430TX  ,United States,-99.6828,27.8536,1813.56,327.64,287.208,United States
4a1921,AUV341  ,Romania,50.5403,26.9675,10363.2,228.92,766.5840000000001,Romania
4baa66,THY7ZJ  ,Turkey,20.9817,44.4431,6179.82,300.0,662.94,Turkey
a01c24,HRD06   ,United States,-77.9561,39.3903,441.96,72.12,180.972,United States
4baa64,THY119  ,Turkey,31.5906,30.319,9761.22,351.17,772.1640000000001,Turkey
8963b3,FDB2TV  ,United Arab Emirates,55.5632,25.2237,1592.58,121.5,404.028,United Arab Emirates
4baa63,THY1HC  ,Turkey,22.4526,50.5336,10058.4,9.21,891.1800000000001,Turkey
8963b2,FDB1405 ,United Arab Emirates,30.4586,41.5557,10972.8,302.33,799.992,United Arab Emirates
3465d8,VOE5BZ  ,Spain,3.3577,49.3595,7635.24,1.7,624.384,Spain
a5aa21,N464TA  ,United States,-71.25,42.4859,251.46,98.05,185.184,United States
ac0296,N873MH  ,United States,-114.593,36.0648,1127.76,94.56,256.392,United States
c013b7,PSC382  ,Canada,-71.3816,46.7996,0.0,225.39,192.492,Canada
aa1ba6,N750SN  ,United States,-115.3631,35.754,2042.16,30.02,329.40000000000003,United States
a27614,JSX904  ,United States,-112.4749,35.167,11277.6,82.89,987.3000000000001,United States
aa35af,N757SW  ,United States,-90.491,39.0502,1165.86,338.2,169.56,United States
a44187,UAL1480 ,United States,-80.5,28.8053,10972.8,138.52,981.3960000000001,United States
aa1ba3,SKW6355 ,United States,-107.2026,40.3214,10972.8,313.33,720.576,United States
a50ae0,LRT424  ,United States,-82.9803,28.7394,13159.74,139.78,1052.604,United States
4bb14e,THY6038 ,Turkey,-2.5655,53.3759,11887.2,99.02,909.468,Turkey
c07646,CGSUN   ,Canada,-84.9287,30.6624,13716.0,128.4,1001.916,Canada
4baa76,THY3ED  ,Turkey,2.1483,52.6657,10050.78,105.5,859.1039999999999,Turkey
c82727,ANZ641M ,New Zealand,172.3396,-43.5895,1676.4,240.83,345.744,New Zealand
4baa73,THY5VM  ,Turkey,19.2437,47.4346,144.78,312.59,249.04800000000003,Turkey
c01ff2,CFMCN   ,Canada,-125.7117,50.2321,4320.54,316.04,360.18,Canada
c01ff0,CFMCL   ,Canada,-119.5177,38.5692,12496.8,173.62,816.228,Canada
8963af,FDB41X  ,United Arab Emirates,39.8126,40.3777,10972.8,291.0,759.7800000000001,United Arab Emirates
a3d1e0,N345WL  ,United States,-97.2994,35.3827,2484.12,192.45,275.004,United States
a907b7,N681JA  ,United States,-86.3953,36.3769,434.34,336.1,178.27200000000002,United States
a13c21,N179RP  ,United States,-65.1197,19.2388,9601.2,121.4,963.3600000000001,United States
4067f2,TOM7BA  ,United Kingdom,-8.0189,42.9166,11582.4,22.23,788.2560000000001,United Kingdom
4bb165,IGO012  ,Turkey,42.6503,39.8516,10058.4,114.92,923.04,Turkey
4bb166,THY5127 ,Turkey,29.3382,41.1744,3916.68,330.72,628.524,Turkey
4067f3,TOM5DC  ,United Kingdom,-4.0051,44.6603,11582.4,6.9,802.152,United Kingdom
4baa6e,THY7BH  ,Turkey,22.066,40.1381,10363.2,251.87,773.676,Turkey
4baa6b,THY6YX  ,Turkey,18.5443,51.4722,10668.0,142.66,815.292,Turkey
4bb163,THY59E  ,Turkey,28.6644,41.069,2407.92,172.9,494.568,Turkey
399e86,CRL906  ,France,12.5674,41.2091,10668.0,131.91,898.3439999999999,France
a14f46,CXK521  ,United States,-88.6909,41.8256,1127.76,82.41,224.208,United States
8963ba,FDB4RM  ,United Arab Emirates,52.2416,26.0592,10363.2,296.12,740.484,United Arab Emirates
3c7421,TUI95K  ,Germany,1.5027,36.0783,11277.6,50.77,963.468,Germany
3c7422,TUI150  ,Germany,-2.7498,40.5228,10972.8,29.64,880.02,Germany
3c7424,TUI74J  ,Germany,17.239,44.7687,10972.8,321.72,828.1080000000001,Germany
4067f0,TOM7HB  ,United Kingdom,-3.6402,50.6162,5692.14,7.17,578.6279999999999,United Kingdom
4baa79,THY2NT  ,Turkey,20.0854,49.4214,10058.4,137.92,823.464,Turkey
8963c9,ABY847  ,United Arab Emirates,49.9782,53.1095,11590.02,235.44,101.196,United Arab Emirates
a3d302,UAL509  ,United States,-99.429,37.3988,10058.4,129.67,971.964,United States
8007b0,IGO131C ,India,74.3834,27.0525,10972.8,193.42,710.172,India
a1ecd6,ASA959  ,United States,-121.6639,38.597,1287.78,242.23,473.04,United States
a586b0,SWA763  ,United States,-114.6983,30.7193,12496.8,133.3,839.808,United States
a4afbe,AAL1341 ,United States,-97.0083,34.2427,7932.42,6.16,793.548,United States
ab4ea8,AAL3164 ,United States,-98.011,36.3458,10668.0,90.53,994.572,United States
4ac9e1,SAS791  ,Sweden,11.7991,54.8088,9677.4,207.11,694.908,Sweden
4ac9e3,SAS93D  ,Sweden,20.2779,63.5171,11582.4,196.27,806.436,Sweden
4ac9e6,SAS2030 ,Sweden,19.6992,62.6206,7901.94,20.48,640.512,Sweden
a5cfa5,UAL1330 ,United States,-116.2999,47.4963,10972.8,274.66,797.148,United States
896531,FDB9YS  ,United Arab Emirates,53.2214,27.047,11772.9,139.82,918.648,United Arab Emirates
4ac9e9,SAS488  ,Sweden,17.1682,59.6716,2880.36,126.23,567.1080000000001,Sweden
4ca910,RYR7YJ  ,Ireland,12.1672,44.4447,9913.62,125.29,862.236,Ireland
