icao24,callsign,origin_country,longitude,latitude,baro_altitude,true_track,velocity_kmh,origin_country
aa2bc4,UAL2223 ,United States,-96.1838,30.9781,7955.28,151.18,822.24,United States
3965b4,AFR194  ,France,71.4519,18.4865,11277.6,122.83,925.704,France
a271f1,EPI257  ,United States,-80.8979,28.9199,586.74,275.98,195.51600000000002,United States
ac2549,CNS423  ,United States,-114.2151,40.1772,6705.6,241.81,466.48800000000006,United States
abb5c3,SKW5490 ,United States,-103.1089,38.5433,9616.44,312.47,713.0880000000001,United States
c02fe4,ASP548  ,Canada,-76.438,39.2986,13106.4,193.61,731.736,Canada
a5e761,N48MP   ,United States,-121.6357,37.22,426.72,67.75,132.048,United States
a19a72,COL202  ,United States,-86.8309,40.3812,7962.9,313.7,578.988,United States
a40df9,N360TD  ,United States,-83.8975,35.3578,5852.16,161.13,618.48,United States
acd5c6,PVA1222 ,United States,-65.3323,47.5539,13106.4,240.4,828.576,United States
a6b7ec,ASA1470 ,United States,-110.3098,36.439,10363.2,245.21,614.0160000000001,United States
abeb31,SWA3585 ,United States,-107.2817,37.9191,11285.22,43.21,1046.844,United States
a894aa,FDX9652 ,United States,-106.731,35.0921,10972.8,267.15,634.176,United States
ad452f,N954TC  ,United States,-72.0736,41.3709,487.68,257.18,233.64000000000001,United States
aade78,N8PH    ,United States,-83.1979,33.261,2689.86,63.16,348.696,United States
ac6bd0,AXEL90  ,United States,-96.1012,44.4363,12489.18,87.13,1034.712,United States
aa2bc2,UAL1323 ,United States,-109.1795,35.4774,9144.0,270.15,688.932,United States
aa2bc1,UAL1866 ,United States,-81.341,29.5518,7734.3,356.95,765.9720000000001,United States
a6ed3b,UAL1284 ,United States,-87.7372,42.0918,2164.08,90.19,559.296,United States
aaf87f,DAL2273 ,United States,-98.8015,42.4663,10668.0,87.52,1069.596,United States
a3311b,JBU1779 ,United States,-78.8682,37.139,11475.72,219.34,783.0,United States
a83439,N628CT  ,United States,-90.7121,42.3847,609.6,175.73,124.41600000000001,United States
a894b5,FFT3156 ,United States,-106.4009,39.0624,8785.86,64.77,994.968,United States
a21142,EDV5135 ,United States,-79.2533,41.5987,10058.4,75.21,986.472,United States
a6a4d5,VOI3062 ,United States,-109.9296,27.8985,11277.6,129.35,838.26,United States
ad9edf,AAL2402 ,United States,-81.0717,35.2514,2316.48,355.67,442.04400000000004,United States
c06c58,GRYDR1  ,Canada,-76.767,42.8638,6400.8,87.94,668.988,Canada
a2bac3,N275TL  ,United States,-73.3449,40.7854,518.16,323.01,347.796,United States
aa45bb,N761EZ  ,United States,-111.9779,34.1908,2712.72,321.29,334.656,United States
acd5ba,N926PA  ,United States,-80.8641,28.246,609.6,284.16,212.00400000000002,United States
a521e1,N43MJ   ,United States,-74.8082,39.9487,30.48,175.07,107.82,United States
a271e4,N257EA  ,United States,-113.1488,32.9258,2255.52,82.71,160.56,United States
a69d67,VOI3480 ,United States,-99.3212,19.6462,6545.58,258.52,846.648,United States
478e3f,BNO42C  ,Norway,18.6513,52.4275,9753.6,316.61,746.748,Norway
a51af8,N428SS  ,United States,-83.5205,34.0616,12496.8,153.59,924.3000000000001,United States
a35781,AAL2590 ,United States,-92.1782,40.3937,9448.8,69.74,973.2600000000001,United States
a641bf,DAL367  ,United States,-88.3916,39.7685,10660.38,85.51,969.7320000000001,United States
a4a149,N398J   ,United States,-78.5768,37.6349,3444.24,12.58,476.28000000000003,United States
a33d68,DAL1203 ,United States,-120.1106,44.759,10081.26,111.23,864.288,United States
3475d9,VLG4DR  ,Spain,-5.6598,37.4186,1097.28,270.0,275.94000000000005,Spain
3475d5,IBE07VP ,Spain,-2.1935,47.8344,9144.0,9.87,810.216,Spain
e4962d,AZU4269 ,Brazil,-36.2709,-9.8132,11887.2,33.42,860.904,Brazil
a654f9,N507LP  ,United States,-93.8197,41.2463,601.98,31.89,196.30800000000002,United States
ac72af,AAL2273 ,United States,-80.1677,25.5349,3002.28,151.85,569.2320000000001,United States
abb5e9,,United States,-108.6261,42.8719,10668.0,75.43,912.7800000000001,United States
aa2ba5,UAL2357 ,United States,-86.0624,41.5259,9144.0,271.63,715.176,United States
3475d4,LVL25DU ,Spain,-6.318,42.7684,11277.6,276.64,833.436,Spain
3475d3,LVL2602 ,Spain,-46.7456,-26.3955,10668.0,46.47,868.536,Spain
aa2ba2,UAL2650 ,United States,-103.3272,31.4392,10668.0,97.73,977.472,United States
aa2ba4,UAL267  ,United States,-112.016,33.4288,274.32,90.51,209.268,United States
abb5e2,SWA1594 ,United States,-81.3232,28.5131,739.14,357.31,433.836,United States
45b890,OYNDP   ,Denmark,7.8932,53.3728,10668.0,12.54,758.916,Denmark
abb5e6,SKW4691 ,United States,-84.9706,42.844,9753.6,261.87,628.5960000000001,United States
aa7b10,SWA4178 ,United States,-89.1488,32.3349,12192.0,250.34,682.452,United States
abb5e7,SKW5993 ,United States,-120.6039,39.0162,11262.36,52.64,866.772,United States
4064bb,EXS8AM  ,United Kingdom,8.6953,50.8417,11582.4,280.73,755.856,United Kingdom
a2991e,N267BG  ,United States,-97.5903,30.2914,7315.2,211.05,646.3439999999999,United States
e8047a,ARE4199 ,Chile,-74.7507,5.1317,5082.54,57.73,558.504,Chile
a58410,N4545S  ,United States,-81.9824,30.2724,548.64,358.74,168.588,United States
a4ad24,N400FF  ,United States,-100.5427,34.4499,12192.0,290.88,535.176,United States
a7270a,PJC60   ,United States,-85.6085,42.0678,6096.0,180.27,785.268,United States
3475c9,TRA079  ,Spain,4.0057,45.466,9029.7,238.43,721.6560000000001,Spain
abb5ea,SKW5385 ,United States,-120.8418,40.0362,11277.6,176.68,734.616,United States
43c5dd,GRFFN71 ,United Kingdom,-2.7353,50.8394,441.96,115.0,394.38,United Kingdom
acbbd0,FFP92   ,United States,-115.1521,40.7148,7612.38,32.44,590.328,United States
e4967f,AZU4957 ,Brazil,-45.7156,-22.5874,8161.02,51.96,778.356,Brazil
ad2b43,DAL2650 ,United States,-83.9412,33.6804,3406.14,72.94,707.076,United States
3475c7,IBE0118 ,Spain,-59.7432,-22.4401,11277.6,40.21,1018.4760000000001,Spain
88812d,HVN11   ,Viet Nam,97.2828,15.5526,10363.2,297.69,924.48,Viet Nam
88812a,HVN33   ,Viet Nam,99.7492,14.1703,10363.2,299.3,938.628,Viet Nam
781f14,CTJ3814 ,China,119.1207,14.7524,8801.1,312.91,862.272,China
c02fb4,ASP814  ,Canada,-80.1978,43.1904,1249.68,45.58,388.944,Canada
a64db6,N505NG  ,United States,-84.3512,33.2025,3291.84,221.7,637.488,United States
888136,VJC171  ,Viet Nam,106.3742,19.8732,6835.14,154.98,919.692,Viet Nam
a547e9,N4397Q  ,United States,-88.2332,41.879,640.08,36.33,156.312,United States
4bb04d,TKJ9SE  ,Turkey,29.4273,40.3767,6134.1,155.32,705.204,Turkey
aae598,N801AD  ,United States,-82.7977,28.9391,11178.54,324.38,747.288,United States
aa58d2,N766LF  ,United States,-94.3425,30.8218,8534.4,237.26,678.1320000000001,United States
ab9b81,SCX343  ,United States,-83.2478,31.5945,10683.24,153.94,935.964,United States
aae597,AAL71   ,United States,-88.4489,42.539,12192.0,224.72,800.136,United States
a129dc,AAL901  ,United States,-100.2393,32.5433,9136.38,227.65,709.236,United States
43c5e2,FLTOT40 ,United Kingdom,-1.703,51.728,518.16,253.57,334.04400000000004,United Kingdom
44d2aa,JAF1YA  ,Belgium,4.5181,50.8977,60.96,251.14,234.86399999999998,Belgium
a04641,AAL1243 ,United States,-108.8555,34.4457,10363.2,273.11,682.524,United States
0ac412,HK5298G ,Colombia,-74.015,4.9465,2880.36,218.66,142.30800000000002,Colombia
4bb068,THY3VA  ,Turkey,30.7568,36.304,10668.0,167.91,804.924,Turkey
8964fa,ETD50E  ,United Arab Emirates,57.1786,23.325,10668.0,116.47,1009.62,United Arab Emirates
a15f32,RGY188  ,United States,-118.0237,33.4706,3505.2,238.34,493.91999999999996,United States
4bb067,THY4PL  ,Turkey,24.6704,58.0464,11582.4,191.43,691.56,Turkey
a57d42,AAL2235 ,United States,-86.0979,40.4276,10668.0,94.49,1018.0079999999999,United States
3c49d5,EWG9ZX  ,Germany,14.1506,40.5374,11894.82,154.28,840.744,Germany
abfe7e,HOB2    ,United States,-97.5779,35.4413,716.28,275.75,277.34400000000005,United States
4bb064,THY3LG  ,Turkey,30.8825,34.641,10668.0,178.8,796.536,Turkey
aa9506,BPX254  ,United States,-81.1532,29.3474,556.26,100.99,194.328,United States
a44a6d,DAL421  ,United States,-86.8032,42.4821,9144.0,271.63,715.176,United States
4bb065,THY97U  ,Turkey,10.1783,53.353,3916.68,143.41,599.6880000000001,Turkey
4bb062,THY2FX  ,Turkey,22.4398,41.5072,9753.6,307.56,799.02,Turkey
8964fc,ETD474  ,United Arab Emirates,56.4477,23.6774,8161.02,117.62,986.616,United Arab Emirates
4bb061,THY31M  ,Turkey,30.3371,37.7358,10668.0,166.87,791.1,Turkey
49d5ee,TVS1XY  ,Czech Republic,3.414,49.3761,3192.78,209.56,491.83200000000005,Czech Republic
e49698,TAM3333 ,Brazil,-40.3635,-20.4108,2788.92,271.04,509.40000000000003,Brazil
ac72e4,AAL2118 ,United States,-99.8346,31.3037,10668.0,101.59,977.4,United States
c07f2e,WEN3302 ,Canada,-114.0662,51.3424,3939.54,343.98,402.696,Canada
02a199,TAR283  ,Tunisia,8.7224,40.3347,11887.2,151.49,853.5960000000001,Tunisia
a0592e,N121UC  ,United States,-84.1926,39.0969,335.28,250.56,100.152,United States
a03f24,DAL2917 ,United States,-74.9408,40.5482,2979.42,111.51,666.828,United States
a2c1ec,N277QS  ,United States,-92.373,27.9647,13106.4,270.44,718.5960000000001,United States
3965ad,AFR647  ,France,2.6613,48.998,350.52,265.54,261.93600000000004,France
ab9b99,N847TX  ,United States,-111.41,37.0523,9753.6,248.29,635.868,United States
4bb029,TKJ2CY  ,Turkey,7.2906,48.0399,11277.6,110.75,899.136,Turkey
c07f47,WEN3667 ,Canada,-122.6882,53.961,1158.24,170.69,228.96,Canada
a03f1e,DAL387  ,United States,-105.8417,39.3062,7909.56,296.01,768.636,United States
ac72f0,AAL2486 ,United States,-87.1374,36.6871,8542.02,286.2,750.204,United States
aae59e,ASA781  ,United States,-104.6876,31.5835,10972.8,280.08,729.864,United States
02a196,TAR542  ,Tunisia,10.7671,44.1443,10972.8,6.84,871.092,Tunisia
ac0b80,UAL1483 ,United States,-117.8725,33.4983,7170.42,132.04,837.936,United States
c01ca9,WEN3820 ,Canada,-131.1885,47.7751,1783.08,267.16,411.65999999999997,Canada
a1f188,N224TB  ,United States,-82.7097,27.9257,281.94,262.17,149.544,United States
ac72f7,LRC665  ,United States,-85.2513,21.3006,10980.42,220.96,855.9720000000001,United States
02a192,TAR680  ,Tunisia,6.6819,41.6033,10523.22,319.73,793.692,Tunisia
8964d9,ABY738  ,United Arab Emirates,55.7906,24.996,5067.3,150.16,681.0840000000001,United Arab Emirates
a44a61,DAL1777 ,United States,-79.3578,25.8564,11277.6,155.57,980.4960000000001,United States
ac0b96,SWA4074 ,United States,-115.5981,33.9913,10363.2,283.02,682.416,United States
888158,VJC821  ,Viet Nam,136.4654,33.2131,10363.2,231.1,542.592,Viet Nam
a33d9d,LXJ308  ,United States,-80.182,26.066,129.54,90.5,211.14,United States
43c5ee,RRR4107 ,United Kingdom,5.0069,59.5445,10363.2,204.54,749.196,United Kingdom
888153,HVN978  ,Viet Nam,73.8358,19.6696,6675.12,62.46,921.1320000000001,Viet Nam
a64dd1,JTL505  ,United States,-81.7913,32.9918,9662.16,336.61,657.792,United States
abfe9d,JRE872  ,United States,-82.537,27.3795,144.78,314.31,217.404,United States
c07f36,WEN3420 ,Canada,-122.8314,52.4197,7315.2,7.29,569.4480000000001,Canada
88813f,VJC858  ,Viet Nam,120.1091,13.8613,6385.56,61.89,797.868,Viet Nam
88813d,VJC982  ,Viet Nam,106.4176,21.6828,5181.6,32.6,732.0960000000001,Viet Nam
c07f32,WEN3570 ,Canada,-112.1451,51.4098,7627.62,77.27,672.1560000000001,Canada
43c5ec,RRR4309 ,United Kingdom,-104.81,50.9398,9441.18,97.81,803.808,United Kingdom
ac259b,DAL2262 ,United States,-112.7659,37.2044,8839.2,236.73,637.956,United States
ad4584,SWA1637 ,United States,-81.2719,30.4783,9532.62,176.24,876.024,United States
00b08d,SFR304  ,South Africa,18.867,-33.5271,6667.5,30.87,804.852,South Africa
a2cf34,ENY3850 ,United States,-88.7487,43.5472,6096.0,332.08,628.812,United States
e8043b,LAN707  ,Chile,-48.3604,-5.0039,12184.38,227.92,873.288,Chile
4c8096,CYP122  ,Cyprus,34.9369,34.2644,2796.54,116.06,560.736,Cyprus
00b08a,SFR205  ,South Africa,19.732,-33.4557,7284.72,52.26,922.788,South Africa
00b095,SFR359  ,South Africa,27.6277,-26.1868,3505.2,48.21,491.868,South Africa
00b096,SFR323  ,South Africa,29.0898,-27.2805,10972.8,310.96,762.7320000000001,South Africa
a15f65,N188LG  ,United States,-80.6238,28.1097,144.78,75.48,214.27200000000002,United States
a70181,VJA550  ,United States,-87.5126,20.7357,4678.68,255.33,694.908,United States
abf0ca,N869FG  ,United States,-74.8334,40.3129,304.8,107.5,178.632,United States
00b094,SFR179  ,South Africa,20.9316,-33.708,10972.8,252.21,727.416,South Africa
a3a6a3,N334WD  ,United States,-83.0163,42.3698,1402.08,123.69,213.696,United States
a0f6bc,N161PT  ,United States,-81.7407,26.8518,1485.9,116.04,181.404,United States
4c808c,BBG251  ,Cyprus,20.3946,38.307,10668.0,111.72,920.988,Cyprus
a02c64,MXY6371 ,United States,-86.4185,33.269,2987.04,340.19,535.428,United States
e80456,LAN1140 ,Chile,-70.9498,-33.7108,4899.66,22.06,621.432,Chile
a2994c,N267DC  ,United States,-84.0141,42.6386,640.08,203.55,157.572,United States
c02494,WJA1710 ,Canada,-101.7566,41.4137,11277.6,115.32,987.48,Canada
e8044d,LAN777  ,Chile,-56.723,-34.0885,8046.72,51.0,865.116,Chile
c00a6a,GLR705  ,Canada,-123.6473,53.8409,6697.98,275.98,391.03200000000004,Canada
add012,SJN3    ,United States,-122.601,48.6158,502.92,194.3,194.94,United States
a10fff,N168GC  ,United States,-81.4854,30.0008,11887.2,350.47,726.768,United States
a9b78e,EJA725  ,United States,-118.0229,34.4259,9288.78,80.76,956.952,United States
e8044e,TAM8126 ,Chile,-56.5076,-13.387,11574.78,313.42,902.6279999999999,Chile
478e00,WIF592  ,Norway,8.1351,58.2525,891.54,349.47,344.7,Norway
4ca806,RUK8ZH  ,Ireland,-1.1578,49.3472,11582.4,347.66,805.716,Ireland
ac10ed,CXK285  ,United States,-81.0965,29.4632,563.88,120.74,159.444,United States
40655b,EXS9W   ,United Kingdom,-3.8517,48.2913,10972.8,2.08,713.484,United Kingdom
a2e935,ENY3661 ,United States,-111.0247,31.4779,10668.0,156.11,781.884,United States
4ca808,RYR523C ,Ireland,-1.8362,52.7011,11277.6,162.9,906.84,Ireland
4ca809,RYR8FN  ,Ireland,5.122,42.9956,11277.6,232.73,740.0880000000001,Ireland
a904f5,N680TW  ,United States,-108.4158,45.8472,1859.28,113.16,362.592,United States
a21caf,N235SM  ,United States,-86.0116,33.8553,2072.64,29.25,371.44800000000004,United States
e80461,LPE2474 ,Chile,-81.203,24.2098,10972.8,7.43,745.2,Chile
a904f1,N680TS  ,United States,-81.112,25.9201,7010.4,2.38,758.124,United States
e80468,TAM9452 ,Chile,-72.8742,5.7115,11582.4,317.6,922.8960000000001,Chile
a02c73,EJM110  ,United States,-94.8717,43.3567,11887.2,102.75,1057.644,United States
a9ead7,N738XG  ,United States,-84.0918,32.1904,670.56,167.68,164.91600000000003,United States
780aa5,CPA143  ,China,115.5121,2.6417,12192.0,190.85,914.58,China
a0330a,UCA4948 ,United States,-82.9922,34.2617,10363.2,235.32,803.988,United States
a94d70,N699PF  ,United States,-78.7289,38.9202,2377.44,284.55,250.66799999999998,United States
a64f0e,N5051R  ,United States,-87.2656,30.4755,396.24,136.33,168.984,United States
4002ba,VPCJV   ,United Kingdom,108.3371,22.7269,12527.28,38.04,994.716,United Kingdom
a7890e,LXJ585  ,United States,-104.4756,37.9299,13716.0,112.8,932.1120000000001,United States
896627,UAE2AY  ,United Arab Emirates,-1.5034,54.9819,9692.64,298.6,793.116,United Arab Emirates
896626,UAE821  ,United Arab Emirates,50.3079,26.2993,2758.44,268.12,507.708,United Arab Emirates
a0f6b9,SKW3868 ,United States,-92.8143,44.8129,1874.52,176.56,432.288,United States
c07f02,WJA271  ,Canada,-123.3762,48.6397,198.12,285.77,252.108,Canada
a15f46,N188KA  ,United States,-67.0311,18.8105,7924.8,300.67,497.376,United States
40787b,TOM044  ,United Kingdom,-67.2856,29.6071,12192.0,238.79,796.8960000000001,United Kingdom
4002ad,VPCAY   ,United Kingdom,-82.3811,29.2137,12077.7,338.91,581.58,United Kingdom
484c9b,TRA86Y  ,Kingdom of the Netherlands,-7.9609,38.6097,10972.8,32.31,810.792,Kingdom of the Netherlands
e80473,LAN809  ,Chile,148.6816,-37.4562,11582.4,10.96,1022.436,Chile
af83f0,BACN09  ,United States,-68.65,44.6847,655.32,314.32,328.716,United States
e80472,TAM8195 ,Chile,-68.3407,-0.3664,11277.6,139.74,871.236,Chile
4bb072,THY43K  ,Turkey,30.8506,34.312,10058.4,176.12,820.476,Turkey
a0464a,AER145  ,United States,-150.1608,61.169,883.92,90.93,227.80800000000002,United States
4002c0,TCJ02   ,United Kingdom,-116.2704,36.1638,9486.9,314.73,834.192,United Kingdom
a02c40,AAL3085 ,United States,-100.5199,35.1688,8534.4,262.48,736.02,United States
a2e928,JTZ287  ,United States,-95.6834,36.5162,11582.4,194.91,676.548,United States
89661e,UAE4AJ  ,United Arab Emirates,28.7244,41.4356,845.82,179.33,318.56399999999996,United Arab Emirates
781de6,CES2072 ,China,100.7998,13.9196,2735.58,14.42,543.06,China
4bb06d,THY1NS  ,Turkey,9.887,40.8443,10972.8,89.65,900.072,Turkey
a81a7f,TCN621  ,United States,-101.5937,40.1403,12496.8,84.98,1121.076,United States
780ab3,HKE616  ,China,121.9236,26.1388,11277.6,44.62,986.1120000000001,China
4bb06e,THY8RU  ,Turkey,28.2885,41.6394,4831.08,333.57,699.048,Turkey
4bb06c,THY5YE  ,Turkey,11.6514,40.6408,11582.4,88.09,943.2,Turkey
acb053,N9167S  ,United States,-77.9217,39.1718,640.08,220.82,161.496,United States
a116d3,TASI317 ,United States,-97.3357,33.0803,685.8,172.57,214.77599999999998,United States
a7fa76,LXJ613  ,United States,-112.3341,36.4423,13106.4,220.14,695.268,United States
a03332,UCA4865 ,United States,-96.0791,34.1315,9479.28,209.29,730.512,United States
4c8085,CYF461  ,Cyprus,30.9918,34.2641,9441.18,122.35,920.7,Cyprus
a53635,N435FG  ,United States,-86.0412,37.0744,13114.02,330.07,720.144,United States
a81a81,FFT112  ,United States,-84.9109,22.1383,10675.62,49.87,833.2560000000001,United States
abf0fd,JANET42 ,United States,-114.9819,36.0984,2026.92,16.1,373.968,United States
7811a5,CCA907  ,China,116.329,40.9369,6035.04,311.17,765.1800000000001,China
7811a3,CCA908  ,China,87.7248,53.6412,11887.2,108.82,970.452,China
e80481,LPE2390 ,Chile,-76.2431,-8.0523,11277.6,10.69,838.692,Chile
a7fa70,FFT1824 ,United States,-84.7401,26.1122,9144.0,214.26,871.704,United States
a606a5,N488DJ  ,United States,-81.5929,28.6938,259.08,138.52,170.568,United States
a4bfc7,LXJ405  ,United States,-116.7688,47.8029,952.5,214.27,203.94,United States
ae036f,PAT009  ,United States,-84.6357,34.126,11582.4,228.17,733.176,United States
a03f84,RPA4615 ,United States,-80.7413,28.7366,10972.8,167.99,952.416,United States
a9b775,JIA5568 ,United States,-94.6718,33.9578,8587.74,248.44,730.8000000000001,United States
896608,FDB868  ,United Arab Emirates,55.5847,25.1102,967.74,328.73,353.196,United Arab Emirates
781df6,CSC3838 ,China,135.9555,37.8457,12192.0,266.57,743.976,China
896607,FDB6    ,United Arab Emirates,51.7495,25.5097,3063.24,93.58,623.484,United Arab Emirates
ab5eb2,SWA5025 ,United States,-121.8158,37.1097,2545.08,294.19,519.768,United States
a9a419,FFT83   ,United States,-86.9762,22.4052,7962.9,355.31,769.3199999999999,United States
a5cd87,N473PC  ,United States,-82.834,34.345,1463.04,172.09,336.56399999999996,United States
346391,IBB533Y ,Spain,-3.7978,39.935,3550.92,47.57,584.64,Spain
a5c12e,VAR470  ,United States,-112.8443,33.2966,1463.04,274.93,215.64,United States
ad5817,SWA1100 ,United States,-87.7281,41.8037,320.04,223.7,230.54400000000004,United States
4ab5d0,SAS40R  ,Sweden,9.8736,52.462,769.62,273.2,265.24800000000005,Sweden
a356f4,N314PB  ,United States,-86.5154,39.1498,1539.24,103.96,345.42,United States
896604,FDB882  ,United Arab Emirates,53.2821,26.0129,9098.28,110.62,767.772,United Arab Emirates
4ab5d5,SAS1260 ,Sweden,11.1226,56.1115,3962.4,105.46,451.54800000000006,Sweden
a330a0,UAL1370 ,United States,-95.0656,30.0921,2065.02,90.45,474.11999999999995,United States
a6e131,AAL1423 ,United States,-115.8038,33.6111,8229.6,91.72,865.26,United States
780abe,HKE803  ,China,113.7589,22.1851,723.9,309.63,391.968,China
a2cf5a,PWR1    ,United States,-84.5579,35.1205,12192.0,242.29,788.652,United States
a16692,N19HS   ,United States,-122.3706,47.8994,1219.2,265.31,362.34000000000003,United States
a1a351,CXK470  ,United States,-84.1508,41.3621,1120.14,22.21,240.04800000000003,United States
ab050f,UAL786  ,United States,-79.3505,42.6726,10660.38,77.11,946.152,United States
a1c997,ENY3374 ,United States,-102.5057,44.5827,8534.4,280.69,768.96,United States
a223f0,N237QS  ,United States,-84.6892,27.7879,11582.4,280.89,686.484,United States
a68a73,N520RP  ,United States,-92.5909,38.0258,12192.0,280.03,648.864,United States
a641f1,LXJ502  ,United States,-75.7589,42.6156,10363.2,329.12,649.512,United States
ac382e,DAL972  ,United States,-109.2522,38.5546,10668.0,65.83,1071.864,United States
ab0528,N809VA  ,United States,-111.6876,32.5056,2232.66,151.7,246.096,United States
a9b74b,EJM25   ,United States,-82.1996,26.2528,6713.22,271.69,626.2560000000001,United States
018057,AAW454  ,Libyan Arab Jamahiriya,11.4612,34.0295,9753.6,340.17,791.46,Libyan Arab Jamahiriya
706059,KAC419  ,Kuwait,93.1815,23.5081,11277.6,102.44,997.5600000000001,Kuwait
896614,UAE9871 ,United Arab Emirates,85.2077,22.8907,10363.2,274.65,798.984,United Arab Emirates
c01d72,FLE2811 ,Canada,-100.256,35.5814,10401.3,318.3,773.928,Canada
ac98ac,SWA1182 ,United States,-86.6214,36.2281,571.5,199.16,276.444,United States
a26025,ENY3587 ,United States,-80.3146,25.8056,45.72,119.46,229.716,United States
89660a,FDB1404 ,United Arab Emirates,56.0732,25.9686,5676.9,191.05,569.8800000000001,United Arab Emirates
a0205c,SKW5717 ,United States,-103.7404,35.4467,10363.2,252.9,604.548,United States
a356db,DAL1949 ,United States,-84.2764,33.5609,2042.16,179.36,494.53200000000004,United States
a15375,N185CD  ,United States,-122.5403,47.9573,525.78,161.29,248.32800000000003,United States
7c788d,JST671  ,Australia,150.6396,-31.4206,11277.6,165.11,720.576,Australia
4ca80f,RYR4SY  ,Ireland,18.3803,53.0736,9646.92,6.98,914.2560000000001,Ireland
501d21,CTN381  ,Croatia,12.6013,41.7583,5890.26,55.15,787.572,Croatia
a02c77,N110CT  ,United States,-76.7942,40.2218,1066.8,254.27,136.62,United States
a0a98f,UCA4858 ,United States,-82.03,39.663,8534.4,299.35,699.048,United States
4ca80b,RYR3747 ,Ireland,9.8991,45.3743,10347.96,345.58,862.452,Ireland
4ca80c,RYR468  ,Ireland,-3.6525,45.446,11277.6,224.82,811.944,Ireland
ad3e16,SWA834  ,United States,-77.2285,39.6822,12192.0,238.5,740.7,United States
345043,VLG7894 ,Spain,15.0909,37.4913,10668.0,109.75,942.552,Spain
a0a98a,UCA4930 ,United States,-72.3907,42.809,4579.62,86.1,735.0840000000001,United States
a33cac,N3077M  ,United States,-72.6484,41.7188,83.82,291.54,151.30800000000002,United States
7c7888,JST989  ,Australia,147.529,-35.5508,10058.4,79.36,832.8960000000001,Australia
485342,KLM808  ,Kingdom of the Netherlands,120.1996,24.3262,7139.94,215.43,811.44,Kingdom of the Netherlands
7c7887,JST225  ,Australia,172.6954,-43.3473,967.74,219.89,337.896,Australia
3008ae,LSA222  ,Italy,12.5931,41.8018,198.12,152.41,231.94800000000004,Italy
a9673c,N705BB  ,United States,-103.123,42.6611,11269.98,101.58,941.436,United States
485343,KLM810  ,Kingdom of the Netherlands,101.3463,3.4409,4541.52,352.55,799.416,Kingdom of the Netherlands
a41632,UAL241  ,United States,-94.6461,30.1434,3215.64,217.26,486.36,United States
aaf83c,AAL2843 ,United States,-117.707,34.5249,11269.98,110.04,918.648,United States
43bea5,VPBTM   ,United Kingdom,-11.9021,51.0397,13716.0,104.06,983.2320000000001,United Kingdom
e48f02,GLO1915 ,Brazil,-42.9737,-22.8394,4107.18,164.25,525.312,Brazil
a04695,DAL1362 ,United States,-79.2311,36.8654,10972.8,216.49,831.5640000000001,United States
a69d9c,N525XP  ,United States,-78.5289,28.7798,11277.6,7.61,657.684,United States
34768d,VLG4ET  ,Spain,-6.9804,35.5875,10058.4,226.58,759.852,Spain
a15f87,N188MR  ,United States,-77.8662,34.8029,11887.2,6.47,525.6,United States
a6f482,UAL1611 ,United States,-85.3463,41.933,11277.6,89.17,1018.6920000000001,United States
a30985,N295RA  ,United States,-110.8782,34.2883,3467.1,75.28,379.11600000000004,United States
4ca813,RYR12QV ,Ireland,0.2341,51.983,2095.5,161.71,477.90000000000003,Ireland
39a2e1,FPO127  ,France,-1.3477,54.4541,1760.22,32.08,474.3,France
4ca814,RYR3FE  ,Ireland,17.2126,42.9479,10668.0,126.33,825.3000000000001,Ireland
4ca815,RYR9990 ,Ireland,16.4993,51.1622,1371.6,70.76,415.872,Ireland
a2cf3b,AAY256  ,United States,-82.0623,31.8535,11574.78,185.6,891.36,United States
a87ace,N64543  ,United States,-81.754,41.0063,335.28,190.92,107.496,United States
4ca811,RYR1VM  ,Ireland,-5.6755,41.6395,11369.04,26.28,819.9720000000001,Ireland
885962,TVJ760  ,Thailand,74.7157,19.5368,9448.8,293.62,693.3240000000001,Thailand
a4b49c,FFT1957 ,United States,-86.699,38.6423,10972.8,221.22,775.62,United States
4ac8da,BLX404  ,Sweden,76.1587,26.6624,11582.4,299.63,775.512,Sweden
a2cf45,BPX280  ,United States,-81.2389,29.7657,1615.44,342.24,200.304,United States
347696,VLG8NW  ,Spain,-6.7583,44.9402,10370.82,35.12,740.4119999999999,Spain
347695,VLG6RV  ,Spain,-9.4856,36.2117,10050.78,240.95,838.98,Spain
ad08d7,KOW939  ,United States,-97.5654,30.2967,1501.14,322.17,419.72400000000005,United States
a68a95,SKW6379 ,United States,-114.0059,34.2899,10668.0,71.92,1050.084,United States
a2cf40,KPO280  ,United States,-80.1886,26.8007,1173.48,265.49,352.98,United States
347691,AEA176  ,Spain,-69.7303,-4.9989,10058.4,49.8,938.304,Spain
347694,VLG78WG ,Spain,5.7149,41.0531,10683.24,269.58,751.932,Spain
a2bc12,UAL1339 ,United States,-95.21,36.6557,10058.4,118.76,973.9079999999999,United States
abfe1c,DAL662  ,United States,-87.7884,34.7826,10668.0,116.76,950.004,United States
a02c7b,HER110  ,United States,-74.5627,40.7865,3611.88,272.5,637.704,United States
c00a57,CFDXU   ,Canada,-91.1955,34.215,12192.0,222.37,684.3240000000001,Canada
a894f2,JBU934  ,United States,-73.1811,21.7193,10980.42,303.24,726.336,United States
c071d9,CGRCY   ,Canada,-71.8691,45.6683,10363.2,268.74,759.492,Canada
